text,author,date,article_title,article_url,category,scraped_at,label
أرى ان من بيننا من يخالف مصالحنا عمدا ، يأكلون الغلة ويسبون الملة،  المغرب يبني وهم يهدمون وغرضهم ارداء من يعادي مصالح المغربولا يستبعد أن ذلك بالمقابل.  زجب فتح تحقيق لماذا تعمد المسؤولين هذا التأخير,Adil,الإثنين 11 ماي 2026 - 19:05,"ملف المغرب لدى ""TAS"" داخل الآجال",https://www.hespress.com/%d9%85%d9%84%d9%81-%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8-%d9%84%d8%af%d9%89-tas-%d8%af%d8%a7%d8%ae%d9%84-%d8%a7%d9%84%d8%a2%d8%ac%d8%a7%d9%84-1745227.html,,2026-05-11T20:29:18.891826,
كان عليك يا دياز أن تجنبنا هذا ” السير وااااجي ” لولا ” تبوحيط والفشوش” … ولكان الكأس الآن داخل خزانة الجامعة، بدل استنزاف مااااالية ضخمة فقط تكلفة المحامي للترافع، في انتظار……,الشارد المارد,الإثنين 11 ماي 2026 - 19:19,"ملف المغرب لدى ""TAS"" داخل الآجال",https://www.hespress.com/%d9%85%d9%84%d9%81-%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8-%d9%84%d8%af%d9%89-tas-%d8%af%d8%a7%d8%ae%d9%84-%d8%a7%d9%84%d8%a2%d8%ac%d8%a7%d9%84-1745227.html,,2026-05-11T20:29:18.891826,
واين الجهاز المتطور لتعقب اموال الشعب المنهوبة,عبث,الإثنين 11 ماي 2026 - 19:06,"برادة يكشف جهازا متطورا لتعقب ""غش الباك"" ويحمّل ""بجيدي"" شغب الملاعب",https://www.hespress.com/%d8%a8%d8%b1%d8%a7%d8%af%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%ac%d9%87%d8%a7%d8%b2%d8%a7-%d9%85%d8%aa%d8%b7%d9%88%d8%b1%d8%a7-%d9%84%d8%aa%d8%b9%d9%82%d8%a8-%d8%ba%d8%b4-%d8%a7%d9%84%d8%a8%d8%a7%d9%83-1745246.html,,2026-05-11T20:29:22.007200,
الغش تحاربونه ولكن الفساد في نقط الباك والوساطات و المدارس الحرة التي تنفخ في النقط من سيحاربها ((حاميها حراميها)),عزيز,الإثنين 11 ماي 2026 - 19:11,"برادة يكشف جهازا متطورا لتعقب ""غش الباك"" ويحمّل ""بجيدي"" شغب الملاعب",https://www.hespress.com/%d8%a8%d8%b1%d8%a7%d8%af%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%ac%d9%87%d8%a7%d8%b2%d8%a7-%d9%85%d8%aa%d8%b7%d9%88%d8%b1%d8%a7-%d9%84%d8%aa%d8%b9%d9%82%d8%a8-%d8%ba%d8%b4-%d8%a7%d9%84%d8%a8%d8%a7%d9%83-1745246.html,,2026-05-11T20:29:22.007200,
الغش مستشري في المنظومة كلها و ليس اعتباطيا و الدليل بسيط مفتشون سلطتهم مطلقة بدون ادنى رقابة  يعطون نقاط تفتيش لاساتدة لم يزورهم قط استاد مجد يعمل يكد يحصل على 14نقطة في تقرير التفتيش واستاد متكاسل يحصل على نقطة 20 في تقرر ليترقى الاخير ويبقى الاول عرضة للاقصاء وهدا مثل من كثير يا سيادة الوزير لا تغطي الشمس بالغربال الفساد مستشري من المفتش للاستاد للادارة و كل من في الوزراة لا تعلقوا شماعة فشكلم على التلميد و فقط,عبد الجليل,الإثنين 11 ماي 2026 - 19:11,"برادة يكشف جهازا متطورا لتعقب ""غش الباك"" ويحمّل ""بجيدي"" شغب الملاعب",https://www.hespress.com/%d8%a8%d8%b1%d8%a7%d8%af%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%ac%d9%87%d8%a7%d8%b2%d8%a7-%d9%85%d8%aa%d8%b7%d9%88%d8%b1%d8%a7-%d9%84%d8%aa%d8%b9%d9%82%d8%a8-%d8%ba%d8%b4-%d8%a7%d9%84%d8%a8%d8%a7%d9%83-1745246.html,,2026-05-11T20:29:22.007200,
العدالة والتنمية تتحمل مسؤولية المازوط والشغب والغلاء،وثروة اخنوش انتم اجمل حكومة فراقشية في العالم,البيجيدي,الإثنين 11 ماي 2026 - 19:13,"برادة يكشف جهازا متطورا لتعقب ""غش الباك"" ويحمّل ""بجيدي"" شغب الملاعب",https://www.hespress.com/%d8%a8%d8%b1%d8%a7%d8%af%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%ac%d9%87%d8%a7%d8%b2%d8%a7-%d9%85%d8%aa%d8%b7%d9%88%d8%b1%d8%a7-%d9%84%d8%aa%d8%b9%d9%82%d8%a8-%d8%ba%d8%b4-%d8%a7%d9%84%d8%a8%d8%a7%d9%83-1745246.html,,2026-05-11T20:29:22.007200,
اين جهاز تعقب المال العام وجهاز الكذب على المواطن يجب استعماله في امتحان المحامين,fadiliabdelali25,الإثنين 11 ماي 2026 - 19:14,"برادة يكشف جهازا متطورا لتعقب ""غش الباك"" ويحمّل ""بجيدي"" شغب الملاعب",https://www.hespress.com/%d8%a8%d8%b1%d8%a7%d8%af%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%ac%d9%87%d8%a7%d8%b2%d8%a7-%d9%85%d8%aa%d8%b7%d9%88%d8%b1%d8%a7-%d9%84%d8%aa%d8%b9%d9%82%d8%a8-%d8%ba%d8%b4-%d8%a7%d9%84%d8%a8%d8%a7%d9%83-1745246.html,,2026-05-11T20:29:22.007200,
المغاربة يريدون جهاز متطور لمراقبة المسؤولين في مكان اشتغالهم عن طريقة عملهم ومعاملتهم للمواطنين ومراقبة الرشاوي التي تعطى لهم  ومراقبة متى يدخلون للعمل ومتى يتغيبون ومراقبة كل المؤسسات الصحية وطريقة تعاملها مع المرضى,حسن,الإثنين 11 ماي 2026 - 19:14,"برادة يكشف جهازا متطورا لتعقب ""غش الباك"" ويحمّل ""بجيدي"" شغب الملاعب",https://www.hespress.com/%d8%a8%d8%b1%d8%a7%d8%af%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%ac%d9%87%d8%a7%d8%b2%d8%a7-%d9%85%d8%aa%d8%b7%d9%88%d8%b1%d8%a7-%d9%84%d8%aa%d8%b9%d9%82%d8%a8-%d8%ba%d8%b4-%d8%a7%d9%84%d8%a8%d8%a7%d9%83-1745246.html,,2026-05-11T20:29:22.007200,
نريد جهازا لكشف الفساد و الغش و نريد جهاز بكشف الغش في الامتحانات  مع جماز لكشف فساد المباريات الخاصة بالتوظيف خاصة مباريات المحاماة,youssef Saâd,الإثنين 11 ماي 2026 - 19:15,"برادة يكشف جهازا متطورا لتعقب ""غش الباك"" ويحمّل ""بجيدي"" شغب الملاعب",https://www.hespress.com/%d8%a8%d8%b1%d8%a7%d8%af%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%ac%d9%87%d8%a7%d8%b2%d8%a7-%d9%85%d8%aa%d8%b7%d9%88%d8%b1%d8%a7-%d9%84%d8%aa%d8%b9%d9%82%d8%a8-%d8%ba%d8%b4-%d8%a7%d9%84%d8%a8%d8%a7%d9%83-1745246.html,,2026-05-11T20:29:22.007200,
هذا المسؤول جاء فقط لدق آخر مسمار في نعش التعليم العمومي ومختلف المؤشرات على ارض الواقع تدل على ذلك !لكن لماذا رموز الكيان المصطنع يعزون فشلهم للحكومة الماضية رغم ان الشعب يعرف من كان اهم حزب في الحكومتين الماضيتين اي منذ 2013 سنة المؤامرة المعروفة اي العمل على خروج حزب الاستقلال واستيلاء فعلي للكيان الإداري على اهم مناصب والوزارات في حكومة بنكيران والعثماني ! فهذا استهزاء من ذكاء المواطنين,كربم علي,الإثنين 11 ماي 2026 - 19:15,"برادة يكشف جهازا متطورا لتعقب ""غش الباك"" ويحمّل ""بجيدي"" شغب الملاعب",https://www.hespress.com/%d8%a8%d8%b1%d8%a7%d8%af%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%ac%d9%87%d8%a7%d8%b2%d8%a7-%d9%85%d8%aa%d8%b7%d9%88%d8%b1%d8%a7-%d9%84%d8%aa%d8%b9%d9%82%d8%a8-%d8%ba%d8%b4-%d8%a7%d9%84%d8%a8%d8%a7%d9%83-1745246.html,,2026-05-11T20:29:22.007200,
وهل من جهاز لتعقب المفسدين، ناهبي أموال الشعب؟؟؟؟ أما مثيرو شغب الملاعب فالمسؤول الأول هي قوانين فارغة سنّتها هذه الحكومة بالخصوص والحكومات السابقة، والتي تولي أهمية قصوى للحقوق ومتغافلة الواجبات… وجمعيات ما يسمى بالمجتمع المدني التي تقف لك بالمرصاد مدافعة عن كل مجرم بدعوى أنه قاااااصر وبحجة حقوق الإنسان…..أين الإنسان أولا لنتحدث عن الحقوق ثانية!!!!!,الشارد المارد,الإثنين 11 ماي 2026 - 19:16,"برادة يكشف جهازا متطورا لتعقب ""غش الباك"" ويحمّل ""بجيدي"" شغب الملاعب",https://www.hespress.com/%d8%a8%d8%b1%d8%a7%d8%af%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%ac%d9%87%d8%a7%d8%b2%d8%a7-%d9%85%d8%aa%d8%b7%d9%88%d8%b1%d8%a7-%d9%84%d8%aa%d8%b9%d9%82%d8%a8-%d8%ba%d8%b4-%d8%a7%d9%84%d8%a8%d8%a7%d9%83-1745246.html,,2026-05-11T20:29:22.007200,
برادة نسي انه في حكومة أشرفت على الرحيل….و يريد أن يمسح فشله الكارثي في تدبير قطاع التعليم في الحكومات السابقة!!!!……الواقع يقول ان جودة التعليم بالمغرب و سمعته شهدا تدهورا كارثيا مع الحكومة الحالية بسبب اخفاق الوزراء المشرفين على هذا القطاع بما فيه التعليم العالي. لذالك على الوزير أن يتحلى بالشجاعة السياسية و يستعد للمحاسبة  عن فشله الذريع في تدبير هذا القطاع.,هروب من المحاسبة,الإثنين 11 ماي 2026 - 19:18,"برادة يكشف جهازا متطورا لتعقب ""غش الباك"" ويحمّل ""بجيدي"" شغب الملاعب",https://www.hespress.com/%d8%a8%d8%b1%d8%a7%d8%af%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%ac%d9%87%d8%a7%d8%b2%d8%a7-%d9%85%d8%aa%d8%b7%d9%88%d8%b1%d8%a7-%d9%84%d8%aa%d8%b9%d9%82%d8%a8-%d8%ba%d8%b4-%d8%a7%d9%84%d8%a8%d8%a7%d9%83-1745246.html,,2026-05-11T20:29:22.007200,
اذن بإمكان المغرب ان يلعب دور الوسيط بين الهند وباكستان  لا صلاح ذات البين وإنهاء النزاع بينهما لما فيه  مصلحة الشعبين.,boulevard de hamid,الإثنين 11 ماي 2026 - 15:38,ملحق عسكري هندي قريبا بالرباط,https://www.hespress.com/%d9%85%d9%84%d8%ad%d9%82-%d8%b9%d8%b3%d9%83%d8%b1%d9%8a-%d9%87%d9%86%d8%af%d9%8a-%d9%82%d8%b1%d9%8a%d8%a8%d8%a7-%d8%a8%d8%a7%d9%84%d8%b1%d8%a8%d8%a7%d8%b7-1745136.html,,2026-05-11T20:29:26.248682,
الحل الامثل والاكثر واقعية  للهجرة,كمال امارير,السبت 9 ماي 2026 - 12:52,تأكيد أممي على التمسك بميثاق الهجرة,https://www.hespress.com/%d8%aa%d8%a3%d9%83%d9%8a%d8%af-%d8%a3%d9%85%d9%85%d9%8a-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d9%85%d8%b3%d9%83-%d8%a8%d9%85%d9%8a%d8%ab%d8%a7%d9%82-%d8%a7%d9%84%d9%87%d8%ac%d8%b1%d8%a9-1744000.html,,2026-05-11T20:29:29.788793,
اقتصادياً، تساهم الغالبية العظمى من المهاجرين في وظائف منخفضة الأجور، وبينما يقدمون عمالة يدوية، فإن مساهماتهم الضريبية لا تغطي حجم استهلاكهم للخدمات الاجتماعية والبنية التحتية والمساعدات الحكومية. إن منح الجنسية لهذه الفئات يمثل استنزافاً طويل الأمد للاقتصادات التي تحتاج إلى “دافعي ضرائب” لا إلى “متلقي دعم”.يكمن الحل في اعتماد نظام “العامل الضيف”:• عقود محددة الغرض: استقدام العمالة لأداء مهام معينة ولفترة زمنية محدودة.• العودة الإلزامية: مغادرة العامل فور انتهاء عقده لضمان عدم تشكيل ضغط ديموغرافي دائم.إن التحول إلى نظام العمل التعاقدي يضمن تلبية الاحتياجات الاقتصادية دون المساس بالتماسك الاجتماعي أو الاستقرار المالي للدولة.,kamal,السبت 9 ماي 2026 - 14:26,تأكيد أممي على التمسك بميثاق الهجرة,https://www.hespress.com/%d8%aa%d8%a3%d9%83%d9%8a%d8%af-%d8%a3%d9%85%d9%85%d9%8a-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d9%85%d8%b3%d9%83-%d8%a8%d9%85%d9%8a%d8%ab%d8%a7%d9%82-%d8%a7%d9%84%d9%87%d8%ac%d8%b1%d8%a9-1744000.html,,2026-05-11T20:29:29.791317,
يومين قبل لعيد تنسافر مع لولاد وتندوزو سيمانة د كونجي ب 5 آلاف درهم بعاد على لحوالا,Loin,السبت 9 ماي 2026 - 18:06,"""الفاخر"" يتحول إلى عبء إضافي على القدرة الشرائية للمستهلك المغربي",https://www.hespress.com/%d8%a7%d9%84%d9%81%d8%a7%d8%ae%d8%b1-%d9%8a%d8%aa%d8%ad%d9%88%d9%84-%d8%a5%d9%84%d9%89-%d8%b9%d8%a8%d8%a1-%d9%85%d8%a7%d8%af%d9%8a-%d8%a5%d8%b6%d8%a7%d9%81%d9%8a-%d8%b9%d9%84%d9%89-%d8%a7%d9%84-1744211.html,,2026-05-11T20:29:37.598837,
لادولة والشعب فيهوم خير دولة تتشفر شعب بلقانون عيني عينك وشعب يتعلم من الاستاد ديالو كيفاش يشفر بعضياتو بالارحمه ولاشفقه كيف بغيتي يكون تيشوف باه تيشفر وهو يشفر بلام يسوق لتشيحد,مول لبلاد,السبت 9 ماي 2026 - 18:13,"""الفاخر"" يتحول إلى عبء إضافي على القدرة الشرائية للمستهلك المغربي",https://www.hespress.com/%d8%a7%d9%84%d9%81%d8%a7%d8%ae%d8%b1-%d9%8a%d8%aa%d8%ad%d9%88%d9%84-%d8%a5%d9%84%d9%89-%d8%b9%d8%a8%d8%a1-%d9%85%d8%a7%d8%af%d9%8a-%d8%a5%d8%b6%d8%a7%d9%81%d9%8a-%d8%b9%d9%84%d9%89-%d8%a7%d9%84-1744211.html,,2026-05-11T20:29:37.598837,
كل الباعة والتجار و الحرفيين و الفلاحين والكسابة يبتزون المستهلك ويستغلونه في كل المناسبات بدءا بالجزائر والبقال والخضار والبائع المتجول والطبيب ووو .. وحده الموظف والعامل المخلص في عمله. وحده يجني المال الحلال ولا يستغل احدا.ماعاد هناك من يخاف الله الا قلة من الناس .,أبو محمد,السبت 9 ماي 2026 - 18:18,"""الفاخر"" يتحول إلى عبء إضافي على القدرة الشرائية للمستهلك المغربي",https://www.hespress.com/%d8%a7%d9%84%d9%81%d8%a7%d8%ae%d8%b1-%d9%8a%d8%aa%d8%ad%d9%88%d9%84-%d8%a5%d9%84%d9%89-%d8%b9%d8%a8%d8%a1-%d9%85%d8%a7%d8%af%d9%8a-%d8%a5%d8%b6%d8%a7%d9%81%d9%8a-%d8%b9%d9%84%d9%89-%d8%a7%d9%84-1744211.html,,2026-05-11T20:29:37.598837,
يؤثر الفحم بشكل متزايد على القدرة الشرائية للمستهلكين المغاربة. الجزائريون هم الوحيدون في العالم العربي والأفريقي الذين تخلوا نهائياً عن استخدام الفحم.,نعم,السبت 9 ماي 2026 - 18:20,"""الفاخر"" يتحول إلى عبء إضافي على القدرة الشرائية للمستهلك المغربي",https://www.hespress.com/%d8%a7%d9%84%d9%81%d8%a7%d8%ae%d8%b1-%d9%8a%d8%aa%d8%ad%d9%88%d9%84-%d8%a5%d9%84%d9%89-%d8%b9%d8%a8%d8%a1-%d9%85%d8%a7%d8%af%d9%8a-%d8%a5%d8%b6%d8%a7%d9%81%d9%8a-%d8%b9%d9%84%d9%89-%d8%a7%d9%84-1744211.html,,2026-05-11T20:29:37.598837,
خليه ليهم يسخنو بيه .الله يخلف على الشوايات الكهربائية.و المقلة و الفران ديال الدارندير لاطة ندخلها للفران حسن ليا .,عبد الله,السبت 9 ماي 2026 - 18:22,"""الفاخر"" يتحول إلى عبء إضافي على القدرة الشرائية للمستهلك المغربي",https://www.hespress.com/%d8%a7%d9%84%d9%81%d8%a7%d8%ae%d8%b1-%d9%8a%d8%aa%d8%ad%d9%88%d9%84-%d8%a5%d9%84%d9%89-%d8%b9%d8%a8%d8%a1-%d9%85%d8%a7%d8%af%d9%8a-%d8%a5%d8%b6%d8%a7%d9%81%d9%8a-%d8%b9%d9%84%d9%89-%d8%a7%d9%84-1744211.html,,2026-05-11T20:29:37.598837,
أي مادة يريدون الزيادة في سعرها يجدون لها مبررا او سببا لا وجود له في الاصل يعتبرون أن المواطنين اغبياء لهذه الدرجة مستغلين انعدام المراقبة و محاولين استهداف جيوب البسطاء,عمر الشريف,السبت 9 ماي 2026 - 18:22,"""الفاخر"" يتحول إلى عبء إضافي على القدرة الشرائية للمستهلك المغربي",https://www.hespress.com/%d8%a7%d9%84%d9%81%d8%a7%d8%ae%d8%b1-%d9%8a%d8%aa%d8%ad%d9%88%d9%84-%d8%a5%d9%84%d9%89-%d8%b9%d8%a8%d8%a1-%d9%85%d8%a7%d8%af%d9%8a-%d8%a5%d8%b6%d8%a7%d9%81%d9%8a-%d8%b9%d9%84%d9%89-%d8%a7%d9%84-1744211.html,,2026-05-11T20:29:37.598837,
بقات غي فالفاخر. في عهد هذه الحكومة جميع المنتجات بشتى أصنافها ارتفع ثمنها.صارت الحياة لا تطاق بهذا البلد.أقسم بالله العظيم أنني أزور اسبانيا سياحة والمعيشة هناك ارخص من المغرب.والمفارقة ان هناك ولو ان المعيشة في المتناول فالدولة توفر لك العلاج والتعليم بالمجان واجور محترمة وترفيه مثالي لابناءك. بدون نسيان الأمن والأمان والمساعدات الاجتماعية سواء النقدية او المواد الغذائية للأسر التي تطلب ذلك.,وجدي,السبت 9 ماي 2026 - 18:24,"""الفاخر"" يتحول إلى عبء إضافي على القدرة الشرائية للمستهلك المغربي",https://www.hespress.com/%d8%a7%d9%84%d9%81%d8%a7%d8%ae%d8%b1-%d9%8a%d8%aa%d8%ad%d9%88%d9%84-%d8%a5%d9%84%d9%89-%d8%b9%d8%a8%d8%a1-%d9%85%d8%a7%d8%af%d9%8a-%d8%a5%d8%b6%d8%a7%d9%81%d9%8a-%d8%b9%d9%84%d9%89-%d8%a7%d9%84-1744211.html,,2026-05-11T20:29:37.598837,
